x,y
2.857,0.007
2.857,0.015
2.857,0.015
2.858,0.03
2.858,0.03
2.858,0.037
2.858,0.038
2.859,0.033
2.859,0.033
2.859,0.027
2.86,0.025
2.86,0.018
2.86,0.018
2.86,0.012
2.861,0.013
2.861,0.007
2.861,0.01
2.861,0.007
2.861,0.008
2.862,0.01
2.862,0.008
2.862,0.012
2.862,0.012
2.863,0.013
2.863,0.015
2.863,0.012
2.864,0.012
2.864,0.015
2.864,0.012
2.864,0.007
2.865,0.007
2.865,0
2.865,0
2.865,-0.007
2.865,-0.007
2.866,-0.013
2.866,-0.012
2.866,-0.018
2.866,-0.017
2.867,-0.022
2.867,-0.02
2.867,-0.023
2.868,-0.023
2.868,-0.025
2.868,-0.025
2.868,-0.027
2.869,-0.027
2.869,-0.023
2.869,-0.023
2.869,-0.025
2.869,-0.023
2.87,-0.025
2.87,-0.023
2.87,-0.025
2.87,-0.023
2.871,-0.022
2.871,-0.023
2.871,-0.02
2.872,-0.022
2.872,-0.025
2.872,-0.025
2.872,-0.022
2.873,-0.023
2.873,-0.022
2.873,-0.022
2.873,-0.023
2.873,-0.022
2.874,-0.025
2.874,-0.025
2.874,-0.023
2.874,-0.025
2.875,-0.028
2.875,-0.027
2.875,-0.025
2.876,-0.025
2.876,-0.023
2.876,-0.027
2.876,-0.023
2.877,-0.022
2.877,-0.028
2.877,-0.028
2.877,-0.032
2.877,-0.03
2.878,-0.023
2.878,-0.023
2.878,-0.027
2.878,-0.027
2.879,-0.028
2.879,-0.028
2.879,-0.032
2.88,-0.03
2.88,-0.027
2.88,-0.03
2.88,-0.022
2.881,-0.022
2.881,-0.01
2.881,-0.01
2.881,0.01
2.881,0.012
2.882,0.032
2.882,0.033
2.882,0.052
2.882,0.053
2.883,0.075
2.883,0.075
2.883,0.083
2.884,0.083
2.884,0.092
2.884,0.092
2.884,0.073
2.885,0.073
2.885,-0.073
2.885,-0.1
2.885,0.057
2.885,-0.08
2.886,0.077
2.886,0.213
2.886,-0.067
2.886,-0.025
2.887,-0.088
2.887,-0.088
2.887,-0.043
2.888,-0.043
2.888,-0.023
2.888,-0.023
2.888,-0.027
2.889,-0.028
2.889,-0.037
2.889,-0.037
2.889,-0.042
2.889,-0.04
2.89,-0.037
2.89,-0.037
2.89,-0.025
2.89,-0.025
2.891,-0.017
2.891,-0.017
2.891,-0.013
2.892,-0.015
2.892,-0.007
2.892,-0.007
2.892,-0.005
2.893,-0.005
2.893,-0.01
2.893,-0.01
2.893,-0.02
2.893,-0.022
2.894,-0.023
2.894,-0.023
2.894,-0.022
2.894,-0.023
2.895,-0.025
2.895,-0.025
2.895,-0.02
2.896,-0.02
2.896,-0.013
2.896,-0.013
2.896,-0.008
2.897,-0.008
2.897,-0.007
2.897,-0.003
2.897,-0.008
2.897,-0.008
2.898,-0.012
2.898,-0.013
2.898,-0.017
2.898,-0.017
2.899,-0.02
2.899,-0.018
2.899,-0.013
2.9,-0.015
2.9,-0.013
2.9,-0.012
2.9,-0.015
2.901,-0.013
2.901,-0.008
2.901,-0.008
2.901,-0.005
2.901,-0.005
2.902,-0.007
2.902,-0.005
2.902,0.002
2.902,0.002
2.903,0.008
2.903,0.008
2.903,0.013
2.904,0.013
2.904,0.01
2.904,0.01
2.904,-0.008
2.905,-0.008
2.905,-0.027
2.905,-0.027
2.905,-0.043
2.905,-0.043
2.906,-0.038
2.906,-0.038
2.906,-0.023
2.906,-0.022
2.907,-0.013
2.907,-0.013
2.907,-0.008
2.908,-0.008
2.908,-0.005
2.908,-0.007
2.908,-0.003
2.909,-0.005
2.909,-0.008
2.909,-0.005
2.909,-0.007
2.909,-0.007
2.91,-0.012
2.91,-0.01
2.91,-0.012
2.91,-0.012
2.911,-0.008
2.911,-0.01
2.911,-0.005
2.912,-0.005
2.912,0.002
2.912,0.003
2.912,0.005
2.913,0.002
2.913,0.005
2.913,0.005
2.913,0
2.913,0.002
2.914,-0.008
2.914,-0.008
2.914,-0.02
2.914,-0.02
2.915,-0.027
2.915,-0.027
2.915,-0.03
2.916,-0.028
2.916,-0.025
2.916,-0.027
2.916,-0.023
2.917,-0.023
2.917,-0.018
2.917,-0.017
2.917,-0.02
2.917,-0.017
2.918,-0.013
2.918,-0.013
2.918,-0.015
2.918,-0.013
2.919,-0.012
2.919,-0.012
2.919,-0.015
2.92,-0.013
2.92,-0.015
2.92,-0.015
2.92,-0.012
2.921,-0.012
2.921,-0.013
2.921,-0.01
2.921,-0.013
2.921,-0.013
2.922,-0.017
2.922,-0.015
2.922,-0.025
2.922,-0.025
2.923,-0.037
2.923,-0.035
2.923,-0.042
2.924,-0.042
2.924,-0.045
2.924,-0.045
2.924,-0.042
2.925,-0.042
2.925,-0.038
2.925,-0.04
2.925,-0.037
2.925,-0.038
2.926,-0.035
2.926,-0.035
2.926,-0.037
2.926,-0.035
2.927,-0.015
2.927,-0.015
2.927,0.017
2.928,0.018
2.928,0.052
2.928,0.053
2.928,0.11
2.929,0.133
2.929,0.007
2.929,-0.007
2.929,-0.04
2.929,-0.012
2.93,0.042
2.93,0.045
2.93,0.078
2.93,0.08
2.931,0.128
2.931,0.13
2.931,0.193
2.932,0.187
2.932,0.248
2.932,0.218
2.932,-0.015
2.933,-0.013
2.933,0.037
2.933,0.04
2.933,0.083
2.933,0.085
2.934,0.117
2.934,0.117
2.934,0.053
2.934,0.048
2.935,-0.047
2.935,-0.048
2.935,-0.02
2.936,-0.017
2.936,0.022
2.936,0.022
2.936,0
2.937,-0.002
2.937,-0.042
2.937,-0.043
2.937,-0.077
2.938,-0.077
2.938,-0.1
2.938,-0.1
2.938,-0.107
2.938,-0.107
2.939,-0.097
2.939,-0.097
2.939,-0.073
2.939,-0.072
2.94,-0.055
2.94,-0.053
2.94,-0.047
2.941,-0.047
2.941,-0.043
2.941,-0.043
2.941,-0.042
2.942,-0.04
2.942,-0.03
2.942,-0.03
2.942,-0.013
2.942,-0.013
2.943,-0.005
2.943,-0.003
2.943,-0.017
2.943,-0.018
2.944,-0.058
2.944,-0.058
2.944,-0.072
2.945,-0.062
2.945,0.01
2.945,0.012
2.945,0.035
2.946,0.033
2.946,0.017
2.946,0.013
2.946,0.022
2.946,0.022
2.947,0.032
2.947,0.032
2.947,0.035
2.947,0.04
2.948,0.03
2.948,0.03
2.948,0.017
2.949,0.015
2.949,-0.007
2.949,-0.007
2.949,-0.028
2.95,-0.028
2.95,-0.038
2.95,-0.038
2.95,-0.042
2.95,-0.038
2.951,-0.027
2.951,-0.027
2.951,-0.01
2.951,-0.01
2.952,0.007
2.952,0.007
2.952,0.015
2.953,0.015
2.953,0.022
2.953,0.022
2.953,0.025
2.954,0.023
2.954,0.02
2.954,0.018
2.954,0.013
2.954,0.012
2.955,0
2.955,0
2.955,-0.007
2.955,-0.007
2.956,-0.008
2.956,-0.007
2.956,0.007
2.957,0.008
2.957,0.03
2.957,0.032
2.957,0.042
2.958,0.042
2.958,0.038
2.958,0.04
2.958,0.033
2.958,0.038
2.959,0.035
2.959,0.035
2.959,0.038
2.959,0.042
2.96,0.037
2.96,0.035
2.96,0.015
2.961,0.013
2.961,0.002
2.961,0
2.961,0.003
2.962,0.002
2.962,-0.003
2.962,-0.003
2.962,0.002
2.962,0
2.963,0.007
2.963,0.007
2.963,0.015
2.963,0.015
2.964,0.022
2.964,0.023
2.964,0.018
2.965,0.018
2.965,0.01
2.965,0.008
2.965,-0.037
2.966,-0.04
2.966,-0.118
2.966,-0.122
2.966,-0.088
2.966,-0.083
2.967,0.025
2.967,0.028
2.967,0.103
2.967,0.115
2.968,0.103
2.968,0.102
2.968,0.063
2.969,0.062
2.969,0.038
2.969,0.037
2.969,0.027
2.97,0.027
2.97,0.023
2.97,0.023
2.97,0.017
2.97,0.017
2.971,0.012
2.971,0.01
2.971,0.013
2.971,0.015
2.972,0.023
2.972,0.023
2.972,0.027
2.973,0.027
2.973,0.035
2.973,0.035
2.973,0.043
2.974,0.043
2.974,0.055
2.974,0.055
2.974,0.088
2.974,0.09
2.975,0.112
2.975,0.107
2.975,0.043
2.975,0.193
2.976,0.037
2.976,0.03
2.976,0.217
2.977,0.108
2.977,-0.142
2.977,-0.123
2.977,-0.187
2.978,-0.148
2.978,-0.08
2.978,-0.078
2.978,-0.053
2.978,-0.053
2.979,-0.047
2.979,-0.047
2.979,-0.043
2.979,-0.045
2.98,-0.042
2.98,-0.042
2.98,-0.038
2.981,-0.038
2.981,-0.033
2.981,-0.033
2.981,-0.027
2.982,-0.027
2.982,-0.02
2.982,-0.022
2.982,-0.018
2.982,-0.018
2.983,-0.013
2.983,-0.013
2.983,-0.012
2.983,-0.013
2.984,-0.008
2.984,-0.007
2.984,-0.002
2.985,-0.005
2.985,0
2.985,0
2.985,-0.002
2.986,-0.002
2.986,0
2.986,-0.002
2.986,-0.005
2.986,-0.005
2.987,-0.013
2.987,-0.013
2.987,-0.02
2.987,-0.018
2.988,-0.013
2.988,-0.015
2.988,-0.017
2.989,-0.017
2.989,-0.013
2.989,-0.015
2.989,-0.012
2.99,-0.012
2.99,-0.01
2.99,-0.012
2.99,-0.015
2.99,-0.015
2.991,-0.013
2.991,-0.015
2.991,-0.012
2.991,-0.013
2.992,-0.007
2.992,-0.008
2.992,0
2.993,0
2.993,0.013
2.993,0.015
2.993,0.01
2.994,0.01
2.994,0.007
2.994,0.007
2.994,0.003
2.994,0.005
2.995,0.002
2.995,0.002
2.995,0
2.995,0
2.996,0.003
2.996,0.002
2.996,0.007
2.997,0.005
2.997,0.007
2.997,0.005
2.997,0.015
2.998,0.017
2.998,0.027
2.998,0.027
2.998,0.032
2.998,0.032
2.999,0.027
2.999,0.027
2.999,0.02
2.999,0.02
3,0.017
3,0.017
3,0.01
3.001,0.012
3.001,0.008
3.001,0.01
3.001,0.007
3.002,0.007
3.002,0.002
3.002,0.002
3.002,-0.007
3.002,0.1
3.003,-0.007
3.003,-0.012
3.003,-0.012
3.003,-0.018
3.004,-0.018
3.004,-0.015
3.004,-0.018
3.005,-0.015
3.005,-0.013
3.005,-0.012
3.005,-0.013
3.006,-0.01
3.006,-0.01
3.006,-0.005
3.006,-0.003
3.006,-0.007
3.007,-0.003
3.007,0
3.007,0
3.007,0.003
3.008,0.003
3.008,0.007
3.008,0.005
3.009,0.007
3.009,0.007
3.009,0.003
3.009,0.003
3.01,0.002
3.01,0.003
3.01,0.002
3.01,0.002
3.01,-0.002
3.011,0
3.011,-0.003
3.011,-0.002
3.011,-0.007
3.012,-0.007
3.012,-0.008
3.012,-0.008
3.013,-0.01
3.013,-0.01
3.013,-0.015
3.013,-0.017
3.014,-0.02
3.014,-0.02
3.014,-0.023
3.014,-0.023
3.014,-0.017
3.015,-0.017
3.015,-0.01
3.015,-0.012
3.015,-0.007
3.016,-0.007
3.016,-0.008
3.016,-0.007
3.017,-0.003
3.017,-0.003
3.017,-0.002
3.017,-0.002
3.018,0
3.018,-0.002
3.018,0.002
3.018,0
3.018,0.002
3.019,0
3.019,0.003
3.019,0.002
3.019,0.005
3.02,0.007
3.02,0.013
3.02,0.015
3.021,0.017
3.021,0.017
3.021,0.008
3.021,0.008
3.022,-0.01
3.022,-0.012
3.022,-0.042
3.022,-0.042
3.022,-0.063
3.023,-0.065
3.023,-0.077
3.023,-0.075
3.023,-0.067
3.024,-0.065
3.024,-0.05
3.024,-0.05
3.025,-0.038
3.025,-0.038
3.025,-0.037
3.025,-0.038
3.026,-0.045
3.026,-0.045
3.026,-0.05
3.026,-0.047
3.026,-0.05
3.027,-0.052
3.027,-0.047
3.027,-0.047
3.027,-0.037
3.028,-0.037
3.028,-0.027
3.028,-0.028
3.029,-0.022
3.029,-0.022
3.029,-0.02
3.029,-0.022
3.03,-0.017
3.03,-0.013
3.03,-0.018
3.03,-0.015
3.03,-0.023
3.031,-0.023
3.031,-0.03
3.031,-0.03
3.031,-0.038
3.032,-0.038
3.032,-0.033
3.032,-0.035
3.033,-0.032
3.033,-0.03
3.033,-0.033
3.033,-0.03
3.034,-0.035
3.034,-0.035
3.034,-0.038
3.034,-0.035
3.034,-0.003
3.035,0.018
3.035,-0.118
3.035,-0.13
3.035,-0.158
3.036,-0.138
3.036,-0.093
3.036,-0.092
3.037,-0.063
3.037,-0.063
3.037,-0.047
3.037,-0.047
3.038,-0.042
3.038,-0.042
3.038,-0.037
3.038,-0.04
3.038,-0.048
3.039,-0.047
3.039,-0.053
3.039,-0.053
3.039,-0.057
3.04,-0.053
3.04,-0.047
3.04,-0.045
3.041,-0.068
3.041,-0.072
3.041,-0.11
3.041,-0.115
3.042,-0.088
3.042,-0.087
3.042,-0.01
3.042,-0.008
3.042,-0.002
3.043,-0.007
3.043,0.002
3.043,0.003
3.043,0.048
3.044,0.05
3.044,0.092
3.044,0.093
3.045,0.132
3.045,0.17
3.045,0.107
3.045,0.097
3.046,-0.093
3.046,-0.08
3.046,0.045
3.046,0.047
3.046,0.092
3.047,0.092
3.047,0.115
3.047,0.112
3.047,0.07
3.048,0.068
3.048,-0.002
3.048,-0.003
3.049,-0.068
3.049,-0.07
3.049,-0.112
3.049,-0.115
3.05,-0.14
3.05,-0.142
3.05,-0.158
3.05,-0.162
3.05,-0.157
3.051,-0.158
3.051,-0.195
3.051,-0.198
3.051,-0.238
3.052,-0.222
3.052,-0.14
3.052,-0.135
3.053,-0.058
3.053,-0.058
3.053,-0.043
3.053,-0.045
3.054,-0.057
3.054,-0.057
3.054,-0.068
3.054,-0.068
3.054,-0.078
3.055,-0.078
3.055,-0.083
3.055,-0.08
3.055,-0.073
3.056,-0.073
3.056,-0.058
3.056,-0.058
3.057,-0.055
3.057,-0.057
3.057,-0.058
3.057,-0.058
3.058,-0.062
3.058,-0.06
3.058,-0.053
3.058,-0.052
3.058,-0.043
3.059,-0.042
3.059,-0.028
3.059,-0.027
3.059,-0.033
3.06,-0.035
3.06,-0.083
3.06,-0.087
3.061,-0.155
3.061,-0.155
3.061,-0.107
3.061,-0.1
3.062,0.003
3.062,0.007
3.062,0.083
3.062,0.087
3.062,0.098
3.063,0.092
3.063,0.062
3.063,0.06
3.063,0.04
3.064,0.04
3.064,0.035
3.064,0.035
3.064,0.04
3.065,0.04
3.065,0.06
3.065,0.06
3.066,0.09
3.066,0.107
3.066,0.082
3.066,0.078
3.067,0.008
3.067,0.23
3.067,0.068
3.067,0.068
3.067,0.26
3.068,0.043
3.068,-0.153
3.068,-0.108
3.068,-0.172
3.069,-0.14
3.069,-0.077
3.069,-0.075
3.07,-0.048
3.07,-0.048
3.07,-0.038
3.07,-0.037
3.071,-0.028
3.071,-0.028
3.071,-0.037
3.071,-0.038
3.071,-0.043
3.072,-0.045
3.072,-0.042
3.072,-0.042
3.072,-0.035
3.073,-0.035
3.073,-0.023
3.073,-0.023
3.074,-0.012
3.074,-0.01
3.074,0.003
3.074,0.003
3.075,0.017
3.075,0.017
3.075,0.023
3.075,0.023
3.075,0.028
3.076,0.03
3.076,0.027
3.076,0.027
3.076,0.023
3.077,0.023
3.077,0.02
3.077,0.018
3.078,0.022
3.078,0.023
3.078,0.027
3.078,0.027
3.079,0.035
3.079,0.037
3.079,0.04
3.079,0.04
3.079,0.038
3.08,0.04
3.08,0.048
3.08,0.048
3.08,0.053
3.081,0.052
3.081,0.055
3.081,0.055
3.082,0.058
3.082,0.058
3.082,0.06
3.082,0.06
3.083,0.048
3.083,0.05
3.083,0.045
3.083,0.043
3.083,0.03
3.084,0.032
3.084,0.02
3.084,0.018
3.084,0.012
3.085,0.01
3.085,0.017
3.085,0.017
3.086,0.022
3.086,0.023
3.086,0.032
3.086,0.032
3.087,0.04
3.087,0.04
3.087,0.042
3.087,0.04
3.087,0.043
3.088,0.04
3.088,0.047
3.088,0.047
3.088,0.057
3.089,0.057
3.089,0.07
3.089,0.072
3.09,0.088
3.09,0.088
3.09,0.098
3.09,0.098
3.091,0.092
3.091,0.09
3.091,0.083
3.091,0.083
3.091,0.077
3.092,0.075
3.092,0.063
3.092,0.063
3.092,0.053
3.093,0.053
3.093,0.042
3.093,0.043
3.094,0.04
3.094,0.04
3.094,0.038
3.094,0.04
3.095,0.037
3.095,0.037
3.095,0.033
3.095,0.035
3.095,0.033
3.096,0.035
3.096,0.032
3.096,0.033
3.096,0.03
3.097,0.028
3.097,0.032
3.097,0.032
3.098,0.037
3.098,0.037
3.098,0.048
3.098,0.048
3.099,0.053
3.099,0.053
3.099,0.05
3.099,0.05
3.099,0.047
3.1,0.047
3.1,0.043
3.1,0.043
3.1,0.038
3.101,0.04
3.101,0.037
3.101,0.037
3.102,0.035
3.102,0.035
3.102,0.037
3.102,0.033
3.103,0.037
3.103,0.035
3.103,0.037
3.103,0.037
3.103,0.035
3.104,0.035
3.104,0.037
3.104,0.037
3.104,0.042
3.105,0.043
3.105,0.048
3.105,0.048
3.106,0.052
3.106,0.048
3.106,0.038
3.106,0.038
3.107,0.018
3.107,0.018
3.107,0
3.107,-0.002
3.107,-0.013
3.108,-0.012
3.108,-0.008
3.108,-0.008
3.108,0.003
3.109,0.003
3.109,0.007
3.109,0.008
3.11,0.005
3.11,0.008
3.11,0.005
3.11,0.007
3.111,0.012
3.111,0.01
3.111,0.012
3.111,0.012
3.111,0.017
3.112,0.015
3.112,0.023
3.112,0.025
3.112,0.022
3.113,0.027
3.113,0.023
3.113,0.025
3.114,0.022
3.114,0.022
3.114,0.015
3.114,0.017
3.115,0.012
3.115,0.012
3.115,0.007
3.115,0.007
3.115,0.008
3.116,0.008
3.116,0.015
3.116,0.015
3.116,0.027
3.117,0.027
3.117,0.035
3.117,0.035
3.118,0.043
3.118,0.043
3.118,0.04
3.118,0.04
3.119,0.03
3.119,0.03
3.119,0.022
3.119,0.022
3.119,0.02
3.12,0.022
3.12,0.02
3.12,0.022
3.12,0.023
3.121,0.023
3.121,0.03
3.121,0.032
3.122,0.033
3.122,0.032
3.122,0.025
3.122,0.025
3.123,0.018
3.123,0.018
3.123,0.013
3.123,0.015
3.123,0.01
3.124,0.012
3.124,0.008
3.124,0.008
3.124,0.005
3.125,0.007
3.125,0.01
3.125,0.012
3.126,0.017
3.126,0.018
3.126,0.013
3.126,0.015
3.127,0.013
3.127,0.013
3.127,0.003
3.127,0.005
3.127,-0.012
3.128,-0.012
3.128,-0.045
3.128,-0.045
3.128,-0.017
3.129,-0.012
3.129,-0.15
3.129,-0.135
3.13,-0.035
3.13,-0.032
3.13,0.002
3.13,0.002
3.131,0.01
3.131,0.013
3.131,0.008
3.131,0.008
3.131,-0.005
3.132,-0.008
3.132,0
3.132,-0.002
3.132,0.008
3.133,0.008
3.133,0.013
3.133,0.013
3.134,0.012
3.134,0.012
3.134,0.015
3.134,0.013
3.135,0.02
3.135,0.022
3.135,0.018
3.135,0.018
3.135,-0.005
3.136,-0.007
3.136,-0.037
3.136,-0.038
3.136,-0.057
3.137,-0.057
3.137,-0.04
3.137,-0.038
3.138,-0.003
3.138,-0.002
3.138,0.013
3.138,0.013
3.139,0.02
3.139,0.02
3.139,0.017
3.139,0.018
3.139,0.008
3.14,0.012
3.14,0.003
3.14,0.003
3.14,0.007
3.141,0.007
3.141,0.012
3.141,0.01
3.142,0.013
3.142,0.012
3.142,0.013
3.142,0.012
3.143,0.003
3.143,0.003
3.143,-0.002
3.143,0
3.143,-0.005
3.144,-0.003
3.144,-0.005
3.144,-0.003
3.144,0.005
3.145,0.005
3.145,0.012
3.145,0.012
3.146,0.008
3.146,0.008
3.146,0.005
3.146,0.005
3.147,0
3.147,0
3.147,-0.01
3.147,-0.01
3.147,-0.017
3.148,-0.015
3.148,-0.022
3.148,-0.02
3.148,-0.023
3.149,-0.023
3.149,-0.027
3.149,-0.025
3.15,-0.028
3.15,-0.028
3.15,-0.033
3.15,-0.033
3.151,-0.038
3.151,-0.035
3.151,-0.042
3.151,-0.04
3.151,-0.042
3.152,-0.04
3.152,-0.043
3.152,-0.042
3.152,-0.047
3.153,-0.047
3.153,-0.05
3.153,-0.045
3.154,-0.032
3.154,-0.032
3.154,-0.028
3.154,-0.028
3.155,-0.027
3.155,-0.027
3.155,-0.033
3.155,-0.033
3.155,-0.042
3.156,-0.042
3.156,-0.038
3.156,-0.042
3.156,-0.038
3.157,-0.04
3.157,-0.045
3.157,-0.047
3.158,-0.098
3.158,-0.1
3.158,-0.185
3.158,-0.188
3.159,-0.148
3.159,-0.143
3.159,-0.04
3.159,-0.037
3.159,0.042
3.16,0.043
3.16,0.053
3.16,0.045
3.16,0.017
3.161,0.015
3.161,-0.008
3.161,-0.008
3.162,-0.018
3.162,-0.018
3.162,-0.022
3.162,-0.02
3.163,-0.023
3.163,-0.023
3.163,-0.033
3.163,-0.033
3.163,-0.052
3.164,-0.052
3.164,-0.07
3.164,-0.07
3.164,-0.078
3.165,-0.08
3.165,-0.075
3.165,-0.075
3.166,-0.067
3.166,-0.067
3.166,-0.065
3.166,-0.065
3.167,-0.058
3.167,-0.058
3.167,-0.052
3.167,-0.052
3.167,-0.043
3.168,-0.043
3.168,-0.04
3.168,-0.038
3.168,-0.043
3.169,-0.043
3.169,-0.035
3.169,-0.035
3.17,-0.015
3.17,-0.015
3.17,-0.002
3.17,-0.002
3.171,0.017
3.171,0.018
3.171,0.05
3.171,0.052
3.171,0.093
3.172,0.105
3.172,0.062
3.172,0.033
3.172,0.248
3.173,0.263
3.173,0.092
3.173,0.342
3.174,-0.007
3.174,0.002
3.174,-0.023
3.174,-0.023
3.175,-0.102
3.175,-0.048
3.175,-0.17
3.175,-0.223
3.175,-0.132
3.176,-0.125
3.176,0.033
3.176,0.038
3.176,0.107
3.177,0.107
3.177,0.048
3.177,0.043
3.178,-0.045
3.178,-0.048
3.178,-0.112
3.178,-0.113
3.179,-0.142
3.179,-0.142
3.179,-0.15
3.179,-0.15
3.179,-0.145
3.18,-0.147
3.18,-0.14
3.18,-0.14
3.18,-0.128
3.181,-0.128
3.181,-0.113
3.181,-0.112
3.182,-0.097
3.182,-0.097
3.182,-0.083
3.182,-0.083
3.183,-0.078
3.183,-0.078
3.183,-0.082
3.183,-0.083
3.183,-0.072
3.184,-0.072
3.184,-0.06
3.184,-0.06
3.184,-0.053
3.185,-0.053
3.185,-0.045
3.185,-0.043
3.186,-0.03
3.186,-0.03
3.186,-0.025
3.186,-0.025
3.187,-0.022
3.187,-0.022
3.187,-0.027
3.187,-0.027
3.188,-0.025
3.188,-0.023
3.188,-0.017
3.188,-0.017
3.188,-0.01
3.189,-0.01
3.189,-0.005
3.189,-0.007
3.189,-0.002
3.19,-0.002
3.19,0.003
3.19,0.003
3.191,0.002
3.191,0.003
3.191,-0.002
3.191,-0.002
3.192,-0.005
3.192,-0.003
3.192,0
3.192,0
3.192,0.007
3.193,0.008
3.193,0.017
3.193,0.015
3.193,0.013
3.194,0.013
3.194,0.015
3.194,0.013
3.195,0.018
3.195,0.018
3.195,0.015
3.195,0.018
3.196,0.017
3.196,0.017
3.196,0.015
3.196,0.017
3.196,0.02
3.197,0.017
3.197,0.012
3.197,0.015
3.197,0.023
3.198,0.023
3.198,0.033
3.198,0.033
3.199,0.037
3.199,0.038
3.199,0.035
3.199,0.035
3.2,0.027
3.2,0.025
3.2,0.022
3.2,0.025
3.2,0.022
3.201,0.023
3.201,0.038
3.201,0.038
3.201,0.053
3.202,0.055
3.202,0.052
3.202,0.052
3.203,0.043
3.203,0.043
3.203,0.038
3.203,0.038
3.204,0.042
3.204,0.04
3.204,0.043
3.204,0.043
3.204,0.042
3.205,0.043
3.205,0.038
3.205,0.038
3.205,0.032
3.206,0.032
3.206,0.027
3.206,0.027
3.207,0.022
3.207,0.023
3.207,0.022
3.207,0.022
3.208,0.027
3.208,0.028
3.208,0.032
3.208,0.03
3.208,0.027
3.209,0.028
3.209,0.025
3.209,0.027
3.209,0.015
3.21,0.015
3.21,0.008
3.21,0.008
3.211,0.002
3.211,0.002
3.211,0.005
3.211,0.005
3.212,0.01
3.212,0.01
3.212,0.017
3.212,0.017
3.212,0.022
3.213,0.022
3.213,0.023
3.213,0.022
3.213,0.02
3.214,0.02
3.214,0.022
3.214,0.018
3.215,0.022
3.215,0.022
3.215,0.018
3.215,0.018
3.216,0.017
3.216,0.017
3.216,0.015
3.216,0.015
3.216,0.018
3.217,0.017
3.217,0.018
3.217,0.02
3.217,0.022
3.218,0.022
3.218,0.017
3.218,0.018
3.219,0.015
3.219,0.017
3.219,0.013
3.219,0.015
3.22,0.017
3.22,0.015
3.22,0.012
3.22,0.012
3.22,0.005
3.221,0.003
3.221,0.007
3.221,0.008
3.221,0.005
3.222,0.007
3.222,0.003
3.222,0.005
3.223,0.008
3.223,0.008
3.223,0.002
3.223,0
3.224,-0.043
3.224,-0.045
3.224,-0.11
3.224,-0.112
3.224,-0.133
3.225,-0.125
3.225,-0.042
3.225,-0.038
3.225,-0.007
3.226,-0.007
3.226,0
3.226,0
3.227,0.043
3.227,0.047
3.227,0.088
3.227,0.09
3.228,0.148
3.228,0.168
3.228,-0.008
3.228,-0.02
3.228,-0.065
3.229,-0.058
3.229,-0.025
3.229,-0.025
3.229,-0.003
3.23,-0.003
3.23,0.003
3.23,0.003
3.231,0.012
3.231,0.012
3.231,-0.003
3.231,-0.005
3.232,-0.063
3.232,-0.067
3.232,-0.128
3.232,-0.13
3.232,-0.07
3.233,-0.065
3.233,0.043
3.233,0.048
3.233,0.117
3.234,0.117
3.234,0.092
3.234,0.09
3.235,0.043
3.235,0.043
3.235,0.017
3.235,0.017
3.236,0.008
3.236,0.008
3.236,0.005
3.236,0.005
3.236,0
3.237,0
3.237,-0.015
3.237,-0.017
3.237,-0.03
3.238,-0.03
3.238,-0.04
3.238,-0.042
3.239,-0.038
3.239,-0.038
3.239,-0.03
3.239,-0.028
3.24,-0.018
3.24,-0.017
3.24,-0.01
3.24,-0.008
3.24,-0.01
3.241,-0.007
3.241,-0.013
3.241,-0.013
3.241,-0.022
3.242,-0.022
3.242,-0.03
3.242,-0.03
3.243,-0.04
3.243,-0.04
3.243,-0.045
3.243,-0.045
3.244,-0.048
3.244,-0.047
3.244,-0.05
3.244,-0.05
3.244,-0.053
3.245,-0.052
3.245,-0.055
3.245,-0.053
3.245,-0.055
3.246,-0.057
3.246,-0.053
3.246,-0.053
3.247,-0.055
3.247,-0.053
3.247,-0.057
3.247,-0.057
3.248,-0.06
3.248,-0.06
3.248,-0.067
3.248,-0.065
3.248,-0.07
3.249,-0.07
3.249,-0.068
3.249,-0.068
3.249,-0.07
3.25,-0.068
3.25,-0.072
3.25,-0.072
3.251,-0.077
3.251,-0.077
3.251,-0.08
3.251,-0.078
3.252,-0.083
3.252,-0.082
3.252,-0.087
3.252,-0.087
3.252,-0.093
3.253,0.1
3.253,-0.093
3.253,-0.097
3.253,-0.097
3.254,-0.1
3.254,-0.1
3.254,-0.102
3.255,-0.102
3.255,-0.105
3.255,-0.105
3.255,-0.108
3.256,-0.107
3.256,-0.11
3.256,-0.108
3.256,-0.11
3.256,-0.108
3.257,-0.11
3.257,-0.108
3.257,-0.113
3.257,-0.112
3.258,-0.115
3.258,-0.115
3.258,-0.118
3.259,-0.117
3.259,-0.118
3.259,-0.118
3.259,-0.122
3.26,-0.12
3.26,-0.123
3.26,-0.122
3.26,-0.118
3.26,-0.122
3.261,-0.115
3.261,-0.113
3.261,-0.11
3.261,-0.112
3.262,-0.097
3.262,-0.097
3.262,-0.063
3.263,-0.062
3.263,-0.042
3.263,-0.065
3.263,-0.175
3.264,-0.132
3.264,0.125
3.264,-0.097
3.264,0.172
3.264,0.168
3.265,-0.272
3.265,-0.273
3.265,-0.367
3.265,-0.328
3.266,-0.242
3.266,-0.238
3.266,-0.2
3.267,-0.198
3.267,-0.182
3.267,-0.18
3.267,-0.172
3.268,-0.17
3.268,-0.157
3.268,-0.157
3.268,-0.147
3.268,-0.147
